code,complexity,tags,code_length
"def get_path_hv(A, B): x, y = A path = [(x, y)] while x < B[0]: x += 1 path.append((x, y)) while x > B[0]: x -= 1 path.append((x, y)) while y < B[1]: y += 1 path.append((x, y)) while y > B[1]: y -= 1 path.append((x, y)) return path def get_path_vh(A, B): x, y = A path = [(x, y)] while y < B[1]: y += 1 path.append((x, y)) while y > B[1]: y -= 1 path.append((x, y)) while x < B[0]: x += 1 path.append((x, y)) while x > B[0]: x -= 1 path.append((x, y)) return path A = tuple(map(int, input().split())) B = tuple(map(int, input().split())) C = tuple(map(int, input().split())) paths = [] paths.append([get_path_vh(A, B), get_path_hv(A, B)]) paths.append([get_path_vh(C, B), get_path_hv(C, B)]) paths.append([get_path_vh(A, C), get_path_hv(A, C)]) ans = 10 ** 8 ans_path = [] for i in range(3): for j in range(3): if i != j: for a in paths[i]: for b in paths[j]: X = list(set([*a, *b])) if len(X) < ans: ans = len(X) ans_path = X print(ans) for p in ans_path: print(*p)",constant,"['greedy', 'implementation']",966
"import collections, atexit, math, sys, bisect sys.setrecursionlimit(1000000) def getIntList(): return list(map(int, input().split())) try : import numpy def dprint(*args, **kwargs): print(*args, file=sys.stderr) dprint('debug mode') except Exception: def dprint(*args, **kwargs): pass inId = 0 outId = 0 if inId>0: dprint('use input', inId) sys.stdin = open('input'+ str(inId) + '.txt', 'r') if outId>0: dprint('use output', outId) sys.stdout = open('stdout'+ str(outId) + '.txt', 'w') atexit.register(lambda :sys.stdout.close()) p0 = getIntList() p1 = getIntList() p2 = getIntList() zp = [p0, p1, p2] def getpath( p0, p1): if p0[0] < p1[0]: sp = 1 elif p0[0] > p1[0]: sp = -1 else: sp =0 zz = [tuple(p0), tuple(p1)] if sp!=0: for x in range(p0[0], p1[0]+ sp, sp): tp = (x, p0[1]) zz.append(tp) if p0[1] < p1[1]: sp = 1 elif p0[1] > p1[1]: sp = -1 else: sp = 0 if sp!=0: for y in range(p0[1], p1[1] + sp, sp): tp = (p1[0], y) zz.append(tp) return zz nr = 1000000; zr = set() for i in range(3): for j in range(3): cx = zp[i][0] cy = zp[j][1] cp = (cx, cy) z1 = getpath(cp, zp[0]) z2 =getpath(cp, zp[1]) z3 =getpath(cp, zp[2]) z0 = z1+z2+z3 s1 = set(z0) dprint(cp,s1) if len(s1) < nr: nr = len(s1) zr = s1 print(len(zr)) for x in zr: print(x[0], x[1])",constant,"['greedy', 'implementation']",1249
"def ii(): return int(input()) def mi(): return map(int, input().split()) def li(): return list(mi()) a = [tuple(mi()) for i in range(3)] a.sort() up1 = a[1][1] >= a[0][1] up2 = a[2][1] >= a[0][1] ans = {a[0]} x, y = a[0] if up1 and up2: while y < min(a[1][1], a[2][1]): y += 1 ans.add((x, y)) while x < a[2][0]: x += 1 ans.add((x, y)) hx, hy = a[2] if a[2][1] > a[1][1] else a[1] while hy > y: ans.add((hx, hy)) hy -= 1 else: dn1 = a[1][1] <= a[0][1] dn2 = a[2][1] <= a[0][1] ans = {a[0]} x, y = a[0] if dn1 and dn2: while y > max(a[1][1], a[2][1]): y -= 1 ans.add((x, y)) while x < a[2][0]: x += 1 ans.add((x, y)) lx, ly = a[2] if a[2][1] < a[1][1] else a[1] while ly < y: ans.add((lx, ly)) ly += 1 else: x, y = a[0] ans = {a[0]} while x < a[2][0]: x += 1 ans.add((x, y)) dy = 1 if a[1][1] <= a[0][1] else -1 xx, yy = a[1] while yy != a[0][1]: ans.add((xx, yy)) yy += dy dy = 1 if a[2][1] <= a[0][1] else -1 xx, yy = a[2] while yy != a[0][1]: ans.add((xx, yy)) yy += dy ans = sorted(ans) print(len(ans)) print('\n'.join('%d %d' % (x, y) for x, y in ans))",constant,"['greedy', 'implementation']",1055
"xa, ya = map(int, input().split()) xb, yb = map(int, input().split()) xc, yc = map(int, input().split()) if (xb, yb) < (xa, ya): xa, ya, xb, yb = xb, yb, xa, ya if (xc, yc) < (xa, ya): xa, ya, xc, yc = xc, yc, xa, ya if xb > xc: xb, yb, xc, yc = xc, yc, xb, yb d = 1 if ya <= yc else -1 if ya <= yb <= yc or ya >= yb >= yc: print(xc - xa + abs(yc - ya) + 1) for x in range(xa, xb): print(x, ya) for y in range(ya, yc, d): print(xb, y) for x in range(xb, xc + 1): print(x, yc) elif yb < min(ya, yc): print(xc - xa + max(ya, yc) - yb + 1) for x in range(xa, xc + 1): print(x, min(ya, yc)) for y in range(yb, min(ya, yc)): print(xb, y) if ya < yc: for y in range(ya + 1, yc + 1): print(xc, y) else: for y in range(yc + 1, ya + 1): print(xa, y) else: print(xc - xa + yb - min(ya, yc) + 1) for x in range(xa, xc + 1): print(x, max(ya, yc)) for y in range(max(ya, yc) + 1, yb + 1): print(xb, y) if ya < yc: for y in range(ya, yc): print(xa, y) else: for y in range(yc, ya): print(xc, y)",constant,"['greedy', 'implementation']",980
"def path(x1,y1,x2,y2,hor): out=[] if hor: for i in range(x2-x1): out.append((x1+i,y1)) if y2>y1: for i in range(y2-y1): out.append((x2,y1+i)) else: for i in range(y1-y2): out.append((x2,y1-i)) else: for i in range(x2-x1): out.append((x2-i,y2)) if y2>y1: for i in range(y2-y1): out.append((x1,y2-i)) else: for i in range(y1-y2): out.append((x1,y2+i)) return out[1:] a,b=map(int,input().split()) c,d=map(int,input().split()) e,f=map(int,input().split()) if a>c: a,b,c,d=c,d,a,b if c>e: c,d,e,f=e,f,c,d if a>c: a,b,c,d=c,d,a,b if c==e and abs(f-b)<abs(d-b): c,d,e,f=e,f,c,d g1=path(a,b,c,d,True) if d>b: if f<b: g2=path(c,b,e,f,True) elif f<d: g2=path(c,f,e,f,True) else: g2=path(c,d,e,f,True) else: if f<d: g2=path(c,d,e,f,True) elif f<b: g2=path(c,f,e,f,True) else: g2=path(c,b,e,f,True) print(len(g1)+len(g2)+3) print(a,b) print(c,d) print(e,f) for x,y in g1: print(x,y) for x,y in g2: print(x,y)",constant,"['greedy', 'implementation']",896
"import sys from math import floor, ceil r = lambda: sys.stdin.readline().strip() a = [[0] * 2 for i in range(3)] def abs(x): if x < 0: x = -x return x def calcLen(x1, y1, x2, y2): return abs(x1 - x2) + abs(y1 - y2) + 1 def main(): a[0][0], a[0][1] = map(int, r().split()) a[1][0], a[1][1] = map(int, r().split()) a[2][0], a[2][1] = map(int, r().split()) xMax = max(a[0][0], a[1][0], a[2][0]) xMin = min(a[0][0], a[1][0], a[2][0]) yMax = max(a[0][1], a[1][1], a[2][1]) yMin = min(a[0][1], a[1][1], a[2][1]) pathLen = xMax - xMin + yMax - yMin + 1 for i in range(3): for j in range(3): px = a[i][0] py = a[j][1] sum = 0 for k in range(3): sum += (calcLen(a[k][0], a[k][1], px, py)) sum -= 2 if sum == pathLen: break if sum == pathLen: break sq = [[0]*(yMax+1) for i in range(xMax+1)] for i in range(3): if px == a[i][0]: c = -1 if py > a[i][1]: c = 1 for j in range(a[i][1], py, c): sq[px][j]=1 elif py== a[i][1]: c = -1 if px > a[i][0]: c= 1 for j in range(a[i][0], px, c): sq[j][py] = 1 else: c = -1 if py > a[i][1]: c = 1 for j in range(a[i][1], py + c, c): sq[a[i][0]][j] = 1 c = -1 if px > a[i][0]: c= 1 for j in range(a[i][0], px, c): sq[j][py] = 1 sq[px][py] = 1 ans = [] for i in range(xMax + 1): for j in range(yMax + 1): if sq[i][j] == 1: ans.append((i, j)) print(len(ans)) for i in ans: print(i[0], i[1]) main()",constant,"['greedy', 'implementation']",1320
"l = [] a, b = map(int, input().split()) l.append((a,b)) a, b = map(int, input().split()) l.append((a,b)) a, b = map(int, input().split()) l.append((a,b)) l.sort() path = [] path.append(l[0]) x = l[0][0] while(x<l[1][0]): path.append((x, l[0][1])) x = x + 1 up = False if(l[0][1]<l[1][1]): up = True if(up): y = l[0][1] while(y<=l[1][1]): path.append((l[1][0], y)) y = y+1 else: y = l[0][1] while(y>=l[1][1]): path.append((l[1][0], y)) y = y-1 up = False if(l[1][1]<l[2][1]): up = True if(up): y = l[1][1] while(y<=l[2][1]): path.append((l[1][0], y)) y = y+1 else: y = l[1][1] while(y>=l[2][1]): path.append((l[1][0], y)) y = y-1 x = l[1][0] while(x<l[2][0]): path.append((x, l[2][1])) x = x + 1 path.append(l[2]) path = list(set(path)) print(len(path)) for i in range(len(path)): print(str(path[i][0])+"" ""+str(path[i][1]))",constant,"['greedy', 'implementation']",822
"ax, ay = map(int, input().split()) bx, by = map(int, input().split()) cx, cy = map(int, input().split()) if ax > bx: ax, bx = bx, ax ay, by = by, ay if ax > cx: ax, cx = cx, ax ay, cy = cy, ay if bx > cx: bx, cx = cx, bx by, cy = cy, by ans = [] for i in range(min(ay, by, cy), max(ay, by, cy) + 1): ans.append([bx, i]) for i in range(ax, bx): ans.append([i, ay]) for i in range(bx + 1, cx + 1): ans.append([i, cy]) print(len(ans)) for x in ans: print(x[0], x[1])",constant,"['greedy', 'implementation']",463
"import sys import math import bisect from sys import stdin, stdout from math import gcd, floor, sqrt, log2, ceil from collections import defaultdict as dd from bisect import bisect_left as bl, bisect_right as br from bisect import insort from collections import Counter from collections import deque from heapq import heappush,heappop,heapify from itertools import permutations,combinations from itertools import accumulate as ac mod = int(1e9)+7 ip = lambda : int(stdin.readline()) inp = lambda: map(int,stdin.readline().split()) ips = lambda: stdin.readline().rstrip() out = lambda x : stdout.write(str(x)+""\n"") t = 1 for _ in range(t): q = ""? {} {}"".format(0,0) print(q,flush = True) cond = ip() cur_a = 0 cur_b = 0 for i in range(29,-1,-1): xor = (1<<i) query_a = cur_a^xor query_b = cur_b^xor q = ""? {} {}"".format(query_a,query_b) print(q,flush = True) val = ip() if val != cond: if cond == -1 and val == 1: cur_b ^= xor query_a = cur_a query_b = cur_b q = ""? {} {}"".format(query_a,query_b) print(q,flush = True) val = ip() cond = val else: cur_a ^= xor query_a = cur_a query_b = cur_b q = ""? {} {}"".format(query_a,query_b) print(q,flush = True) val = ip() cond = val else: cond = val query_a = cur_a^xor query_b = cur_b q = ""? {} {}"".format(query_a,query_b) print(q,flush = True) val = ip() if val == -1: cur_a ^= xor cur_b ^= xor else: pass ans = ""! {} {}"".format(cur_a,cur_b) print(ans,flush = True)",constant,"['bitmasks', 'constructive algorithms', 'implementation', 'interactive']",1407
"import sys def ask(c, d): print(""? {} {}"".format(c, d)) return int(input()) c = d = 0 def solve(mi, base): def solve_same(): global c, d print("" for i in range(mi, -1, -1): print(f"">> {i=} {c=} {d=}"", file=sys.stderr) bit = 1 << i res1 = ask(c ^ bit, d) res2 = ask(c, d ^ bit) if res1 == -1 and res2 == 1: c |= bit d |= bit def solve1(): global c, d print("" for i in range(mi, -1, -1): print(f"">> {i=} {c=} {d=}"", file=sys.stderr) bit = 1 << i res1 = ask(c ^ bit, d ^ bit) if res1 == -1: c |= bit return solve(i - 1, ask(c, d)) else: res2 = ask(c ^ bit, d) if res2 == -1: c |= bit d |= bit def solve2(): global c, d print("" for i in range(mi, -1, -1): print(f"">> {i=} {c=} {d=}"", file=sys.stderr) bit = 1 << i res1 = ask(c ^ bit, d ^ bit) if res1 == 1: d |= bit return solve(i - 1, ask(c, d)) else: res2 = ask(c, d ^ bit) if res2 == 1: c |= bit d |= bit if base == 0: solve_same() elif base == 1: solve1() else: solve2() solve(29, ask(0, 0)) print(""! {} {}"".format(c, d))",constant,"['bitmasks', 'constructive algorithms', 'implementation', 'interactive']",971
"import os, sys from io import BytesIO, IOBase from math import log2, ceil, sqrt, gcd from _collections import deque import heapq as hp from bisect import bisect_left, bisect_right from math import cos, sin BUFSIZE = 8192 class FastIO(IOBase): newlines = 0 def __init__(self, file): self._fd = file.fileno() self.buffer = BytesIO() self.writable = ""x"" in file.mode or ""r"" not in file.mode self.write = self.buffer.write if self.writable else None def read(self): while True: b = os.read(self._fd, max(os.fstat(self._fd).st_size, BUFSIZE)) if not b: break ptr = self.buffer.tell() self.buffer.seek(0, 2), self.buffer.write(b), self.buffer.seek(ptr) self.newlines = 0 return self.buffer.read() def readline(self): while self.newlines == 0: b = os.read(self._fd, max(os.fstat(self._fd).st_size, BUFSIZE)) self.newlines = b.count(b""\n"") + (not b) ptr = self.buffer.tell() self.buffer.seek(0, 2), self.buffer.write(b), self.buffer.seek(ptr) self.newlines -= 1 return self.buffer.readline() def flush(self): if self.writable: os.write(self._fd, self.buffer.getvalue()) self.buffer.truncate(0), self.buffer.seek(0) class IOWrapper(IOBase): def __init__(self, file): self.buffer = FastIO(file) self.flush = self.buffer.flush self.writable = self.buffer.writable self.write = lambda s: self.buffer.write(s.encode(""ascii"")) self.read = lambda: self.buffer.read().decode(""ascii"") self.readline = lambda: self.buffer.readline().decode(""ascii"") sys.stdin, sys.stdout = IOWrapper(sys.stdin), IOWrapper(sys.stdout) input = lambda: sys.stdin.readline().rstrip(""\r\n"") mod = 10 ** 9 + 7 def ask(x, y): print('?', x, y, flush=True) return int(input()) a = b = 0 cond = ask(a, b) for i in range(29, -1, -1): if cond: x = a + (1 << i) y = b + (1 << i) n_cond = ask(x, y) if cond == n_cond: if cond == 1: n_cond1 = ask(x, b) else: n_cond1 = ask(a, y) if cond != n_cond1: a = x b = y else: if cond == 1: a = x else: b = y cond = ask(a, b) else: x = a + (1 << i) y = b + (1 << i) n_cond = ask(x, b) if n_cond == -1: a = x b",constant,"['bitmasks', 'constructive algorithms', 'implementation', 'interactive']",1999
"print(""?"",0,0) e=int(input()) astr=""000000000000000000000000000000"" bstr=""000000000000000000000000000000"" abig=e for i in range(30): if abig==0: print(""?"",int(astr,2)+2**(29-i),int(bstr,2)) e=int(input()) if e==1: continue else: if i<29: astr=astr[:i]+""1""+astr[i+1:] bstr=bstr[:i]+""1""+bstr[i+1:] else: astr=astr[:i]+""1"" bstr=bstr[:i]+""1"" else: print(""?"",int(astr,2)+2**(29-i),int(bstr,2)+2**(29-i)) e=int(input()) if e==-abig: if abig==1: if i<29: astr=astr[:i]+""1""+astr[i+1:] else: astr=astr[:i]+""1"" else: if i<29: bstr=bstr[:i]+""1""+bstr[i+1:] else: bstr=bstr[:i]+""1"" print(""?"",int(astr,2),int(bstr,2)) abig=int(input()) else: print(""?"",int(astr,2)+2**(29-i),int(bstr,2)) e=int(input()) if e==-1: if i<29: astr=astr[:i]+""1""+astr[i+1:] bstr=bstr[:i]+""1""+bstr[i+1:] else: astr=astr[:i]+""1"" bstr=bstr[:i]+""1"" print(""!"",int(astr,2),int(bstr,2))",constant,"['bitmasks', 'constructive algorithms', 'implementation', 'interactive']",841
"a0 = (1 << 30) - 1 a0 = 3 b0 = 1 def mock_query(c, d): res = (a0 ^ c) - (b0 ^ d) if res > 0: return 1 elif res < 0: return -1 else: return 0 def query2(c, d): ans = mock_query(c, d) print('? {:08b} {:08b} --> {}'.format(c, d, ans)) return ans def query(c, d): print('?', c, d) return int(input()) def solve(): a = 0 b = 0 last_ans = query(0, 0) pos = 29 while pos >= 0: bit = 1 << pos ans = query(a + bit, b + bit) if (last_ans, ans) == (1, -1): a += bit last_ans = query(a, b) elif (last_ans, ans) == (-1, 1): b += bit last_ans = query(a, b) else: last_ans = ans ans = query(a + bit, b) if ans == -1: a += bit b += bit pos -= 1 print('!', a, b) solve()",constant,"['bitmasks', 'constructive algorithms', 'implementation', 'interactive']",653
"print(""? 0 0"") ans00 = input() xr = 0 a = 0 b = 0 cb = 2 ** 29 while cb: print(""?"", xr + cb, cb) ans11 = input() print(""?"", xr, cb) if ans11 == ans00: ans01 = input() if ans01 == '1': a += cb b += cb else: ans00 = input() if ans11 == '1': b += cb else: a += cb xr += cb cb //= 2 print(""!"", a, b)",constant,"['bitmasks', 'constructive algorithms', 'implementation', 'interactive']",295
"import collections, atexit, math, sys, bisect sys.setrecursionlimit(1000000) def getIntList(): return list(map(int, input().split())) try : import numpy def dprint(*args, **kwargs): print(*args, file=sys.stderr) dprint('debug mode') except Exception: def dprint(*args, **kwargs): pass inId = 0 outId = 0 if inId>0: dprint('use input', inId) sys.stdin = open('input'+ str(inId) + '.txt', 'r') if outId>0: dprint('use output', outId) sys.stdout = open('stdout'+ str(outId) + '.txt', 'w') atexit.register(lambda :sys.stdout.close()) import random import time random.seed( int(time.time()) ) bb = random.randint(0, 2**30-1) hat1 = 0 hat2 = 0 lastresult = None for i in range(29, -1, -1): g1 = hat1 + (1<<i) g2 = hat2 + (1<<i) if lastresult is None: print('?',hat1^ bb,hat2) t1 = int(input()) else: t1 = lastresult if t1!=0: print('?',g1^ bb,g2) t2 = int(input()) if t1!=t2: if t1==1: hat1+= (1<<i) else: hat2+= (1<<i) lastresult = None continue lastresult = t1 print('?',g1^ bb,hat2) t3 = int(input()) if t3==1: pass else: hat1+= (1<<i) hat2+= (1<<i) print('!', hat1^bb% (2**30), hat2)",constant,"['bitmasks', 'constructive algorithms', 'implementation', 'interactive']",1081
"print(""? 0 0"") t = int(input()) A=[] B=[] a=0 b=0 for i in range(30): A.append(-1) B.append(-1) i = 29 d = 2**i while i>=0: a+=d b+=d print(""?"", end=' ') print(a, end=' ') print(b) s=int(input()) if s == -t: if s==1: A[i]=0 B[i]=1 b-=d print(""?"", end=' ') print(a, end=' ') print(b) t=int(input()) elif s==-1: A[i]=1 a-=d B[i]=0 print(""?"", end=' ') print(a, end=' ') print(b) t=int(input()) i-=1 d//=2 d=1 for j in range(30): if A[j]==-1: a = a^d print(""?"", end=' ') print(a, end=' ') print(b) s = int(input()) if s==1: A[j]=1 B[j]=1 else: A[j]=0 B[j]=0 a = a^d d*=2 d=1 a=0 b=0 for i in range(30): a+=d*A[i] b+=d*B[i] d*=2 print(""!"", end=' ') print(a, end=' ') print(b)",constant,"['bitmasks', 'constructive algorithms', 'implementation', 'interactive']",670
"import sys keta=29 print(""?"",0,0,flush=True) A00=int(input()) if A00==0: ANS=0 for k in range(keta,-1,-1): print(""?"",2**k,0,flush=True) if int(input())==-1: ANS+=2**k print(""!"",ANS,ANS,flush=True) sys.exit() A=0 B=0 for k in range(keta,-1,-1): LIST=[] print(""?"",2**k+A,B,flush=True) LIST.append(int(input())) print(""?"",A,2**k+B,flush=True) LIST.append(int(input())) if LIST[0]!=LIST[1]: if LIST[0]==-1: A+=2**k B+=2**k else: if A00==1: A+=2**k else: B+=2**k A00=LIST[0] print(""!"",A,B,flush=True)",constant,"['bitmasks', 'constructive algorithms', 'implementation', 'interactive']",495
"from sys import stdout a, b = 0, 0 mp = 29 c, d = 0,0 powers = [1] for i in range(32): powers.append(powers[-1]*2) qqq = 0 def get_ans(c, d): global qqq qqq += 1 a, b = 1073741823, 1073741821 a, b = 3, 1 print(c, d) if (a^c) > (b^d): print(1) return -1 elif (a^c) < (b^d): print(-1) return 1 print(0) return 0 def get_ans(c, d): print('? {} {}'.format(c, d)) stdout.flush() return -int(input()) q = get_ans(0, 0) for i in range(mp+1): cp = mp - i c += powers[cp] d += powers[cp] if q == 0: continue t = get_ans(c, d) if t != q: if t == 1: a += powers[cp] c -= powers[cp] elif t == -1: b += powers[cp] d -= powers[cp] q = get_ans(c, d) for i in range(mp+1): cp = mp - i if c & powers[cp] > 0 and d & powers[cp] > 0: c -= powers[cp] t = get_ans(c, d) if t < 0: a += powers[cp] b += powers[cp] c += powers[cp] print('!', a, b)",constant,"['bitmasks', 'constructive algorithms', 'implementation', 'interactive']",823
"def ask(a, b): print(""?"", a, b, flush=True) return int(input()) <= 0 def solve(M): a, b = 0, 0 less = ask(0, 0) for i in range(M - 1, -1, -1): bit = 1 << i if less: if not ask(a | bit, b | bit): b |= bit less = ask(a, b) elif ask(a | bit, b): a |= bit b |= bit else: if ask(a | bit, b | bit): a |= bit less = ask(a, b) elif ask(a | bit, b): a |= bit b |= bit print(""!"", a, b, flush=True) if __name__ == '__main__': solve(30)",constant,"['bitmasks', 'constructive algorithms', 'implementation', 'interactive']",424
"from sys import stdin,stdout stdout.flush() def qu(a,b): print(""?"",a,b) return int(input()) a=0 b=0 big=qu(a,b) for i in range(29,-1,-1): x=2**i f=qu(a+x,b) l=qu(a,b+x) if l==f: if big==1: a+=x else: b+=x big=f elif f==-1: a+=x b+=x print(""!"",a,b)",constant,"['bitmasks', 'constructive algorithms', 'implementation', 'interactive']",247
"import sys def ask(x,y,rev): if (rev==0): print(""? %d %d""%(x,y)) else: print(""? %d %d""%(y,x)) sys.stdout.flush() if (rev==1): return -int(input()) else: return int(input()) comp=ask(0,0,0) nowa=0 nowb=0 rev=0 for i in range(29,-1,-1): if (comp<0): rev^=1 nowa,nowb=nowb,nowa comp=-comp if comp>=0: comp=ask(nowa|(1<<i),nowb|(1<<i),rev) if (comp<0): nowa|=1<<i comp=ask(nowa,nowb,rev) else: tmp=ask(nowa|(1<<i),nowb,rev) if (tmp<0): nowa|=1<<i nowb|=1<<i if (rev==1): nowa,nowb=nowb,nowa print(""! %d %d""%(nowa,nowb))",constant,"['bitmasks', 'constructive algorithms', 'implementation', 'interactive']",515
"def interact(c, d): return max(min((a ^ c) - (b ^ d), 1), -1) def main(): def ask(c, d): print(""?"", c, d, flush = True) return int(input()) relative = ask(0, 0) curA = 0 curB = 0 for i in range(29, -1, -1): q1 = ask(curA ^ 2 ** i, curB) q2 = ask(curA, curB ^ 2 ** i) if q1 == q2: if relative == 1: curA ^= 2 ** i else: curB ^= 2 ** i relative = q1 elif q2 == 1: curA ^= 2 ** i curB ^= 2 ** i return curA, curB print(""!"", *main())",constant,"['bitmasks', 'constructive algorithms', 'implementation', 'interactive']",429
"print(""? 0 0"") ans00 = input() xr = 0 a = 0 b = 0 cb = 2 ** 29 while cb: print(""?"", xr + cb, cb) ans11 = input() print(""?"", xr, cb) if ans11 == ans00: ans01 = input() if ans01 == '1': a += cb b += cb else: ans00 = input() if ans11 == '1': b += cb else: a += cb xr += cb cb //= 2 print(""!"", a, b)",constant,"['bitmasks', 'constructive algorithms', 'implementation', 'interactive']",295
"from sys import stdout m = 30 a, b = 0, 0 fle = 1 for i in range(m): if fle: print('? {} {}'.format(a, b)) stdout.flush() resp1 = int(raw_input()) fle = 0 print('? {} {}'.format(a + 2**(m-1-i),b + 2**(m-1-i))) stdout.flush() resp2 = int(raw_input()) if resp1 == -1 and resp2 == 1: b += 2**(m-1-i) fle = 1 elif resp1 == 1 and resp2 == -1: a += 2**(m-1-i) fle = 1 else: fle = 0 print('? {} {}'.format(a + 2**(m-1-i), b)) stdout.flush() resp3 = int(raw_input()) if resp3 == -1: b += 2**(m-1-i) a += 2**(m-1-i) print('! {} {}'.format(a,b)) stdout.flush()",constant,"['bitmasks', 'constructive algorithms', 'implementation', 'interactive']",550
"print('?', 0, 0, flush=True) t = int(input()) s = [0]*31 if t == 1: s[30] = 1 else: s[30] = -1 a = 0 b = 0 for i in range(30, 0, -1): c = (1 << (i-1)) + a d = b print('?', c, d, flush=True) ans1 = int(input()) c = a d = (1 << (i-1)) + b print('?', c, d, flush=True) ans2 = int(input()) if ans1 == -1 and ans2 == 1: a += 1 << (i-1) b += 1 << (i-1) s[i-1] = s[i] elif ans1 == 1 and ans2 == -1: a += 0 << (i-1) b += 0 << (i-1) s[i-1] = s[i] else: s[i-1] = ans1 if s[i] == 1: a += 1 << (i-1) b += 0 << (i-1) else: a += 0 << (i-1) b += 1 << (i-1) print('!', a, b)",constant,"['bitmasks', 'constructive algorithms', 'implementation', 'interactive']",558
"print(""? 0 0"", flush=True) res = input() i = 1 a = 0 b = 0 for i in range(29,-1,-1): print(""?"",(a^(1<<i)), b, flush=True) res1 = input() print(""?"",a, (b^(1<<i)), flush=True) res2 = input() if res1 == res2: if res == '1': a ^= (1<<i) else: b ^= (1<<i) res = res1 elif res1 == '-1': a ^= (1<<i) b ^= (1<<i) print(""!"", a, b, flush=True)",constant,"['bitmasks', 'constructive algorithms', 'implementation', 'interactive']",333
"import sys def query(c, d): print('? %d %d' % (c, d)) sys.stdout.flush() res = int(input()) return res a = 0 b = 0 big = query(0, 0) for i in range(29, -1, -1): p = query(a ^ (1 << i), b) q = query(a, b ^ (1 << i)) if p == q: if big == 1: a ^= 1 << i else: b ^= 1 << i big = p elif p == -1: a ^= 1 << i b ^= 1 << i print('! %d %d' % (a, b)) sys.stdout.flush()",constant,"['bitmasks', 'constructive algorithms', 'implementation', 'interactive']",359
"from math import sin pi = 3.141592653589793238462643383279502884197 n, r = map(int,input().split()) theta = 2*pi / n R = r / (1-sin(theta/2)) print(R-r)",constant,"['binary search', 'geometry', 'math']",152
"import math n, r = list(map(int, input().split(' '))) l = 2 * r * math.sin(math.pi/n) R = l * r / (-l + 2*r) print(R)",constant,"['binary search', 'geometry', 'math']",117
"import math n, r = map(float, input().split()) a = math.pi / n s = math.sin(a) R = (r * s) / (1 - s) print(R)",constant,"['binary search', 'geometry', 'math']",109
"import math n, r = map(int, input().split()) angle = math.pi / n s = math.sin(angle) print('%.8f' % (r * s / (1 - s)))",constant,"['binary search', 'geometry', 'math']",118
"import math n,r = [int(x) for x in input().split()] x = math.sin(math.pi/n) y = (x*r)/(1-x) print(y)",constant,"['binary search', 'geometry', 'math']",100
"import math n,r = list(map(int,input().split())) angle = math.pi/(n) c = math.sin(angle) k = c/(1-c) R = k*r R = float(format(R,'.7f')) print(R)",constant,"['binary search', 'geometry', 'math']",144
"def solve(a, b, c): D = b * b - 4 * a * c k = D**0.5 x1 = (-b+k)/(2*a) x2 = (-b-k)/(2*a) return max(x1,x2) from math import * n, r = map(int, input().split()) a = (1/tan(pi/n))**2 b = -2 * r c = -(r*r) ans = solve(a,b,c) print(""%.10f"" % ans)",constant,"['binary search', 'geometry', 'math']",241
"from math import sin, pi n, r = map(int, input().split()) print(r * sin(pi / n) / (1 - sin(pi / n)))",constant,"['binary search', 'geometry', 'math']",100
"from math import sin, pi n, r = map(int, input().split()) def p(n, r): return 2 * n * r * sin(pi / n) le = 0; ri = r * 1000 while ri - le > 1e-9: m = (ri + le) / 2 if p(n, r + m) < n * m * 2: ri = m else: le = m print(m)",constant,"['binary search', 'geometry', 'math']",220
"import math n, r = (int(x) for x in input().split()) s = math.sin(math.pi/n) ans = (r*s)/(1-s) print(""%.7f"" % ans)",constant,"['binary search', 'geometry', 'math']",114
"import math n, r = map(int, input().split()) a = math.pi/n sin = math.sin(a) R = r*sin/(1-sin) print(R)",constant,"['binary search', 'geometry', 'math']",103
"import math n, r = map(int, input().split()) s = math.sin(math.pi / n) print('%.7lf' % (r * s / (1 - s)))",constant,"['binary search', 'geometry', 'math']",105
"from math import pi, sin from decimal import Decimal n, r = map(int, input().split()) alpha = Decimal(pi)/Decimal(n) a = Decimal(sin(alpha)) R = Decimal((r * a) / (1 - a)) print(R)",constant,"['binary search', 'geometry', 'math']",180
"from math import sin n,r=[int(i) for i in input().split()] pi=3.14159265359 print(r/((2*sin(pi*(1/2-1/n)))/(sin(2*pi/n))-1))",constant,"['binary search', 'geometry', 'math']",124
"from math import sin, pi n, r = map(int, input().split()) R = r*sin(pi/n)/(1-sin(pi/n)) print(R)",constant,"['binary search', 'geometry', 'math']",96
"import math n,r=map(int,input().split()) print(r/( 1/math.cos(math.pi*(n-2)/2/n)-1))",constant,"['binary search', 'geometry', 'math']",84
"import math n, r = [int(i) for i in input().split()] t = math.sin(math.pi/n) res = r*t/(1-t) print(res)",constant,"['binary search', 'geometry', 'math']",103
"from math import pi, sin n, r = map(float, input().split()) ang = pi / n k = sin(ang) print(k * r / (1 - k))",constant,"['binary search', 'geometry', 'math']",108
"import math N,r=map(int,input().split()) print(r*math.sin(math.pi/N)/(1-math.sin(math.pi/N)))",constant,"['binary search', 'geometry', 'math']",93
"n,k=map(int,input().split()) if k>=n-1: print(n-1) else: print(k+ ((n-k)*(n-k+1))//2 - 1)",constant,"['dp', 'greedy', 'math']",89
"n, v = map(int, input().split()) result = v-1 + (n-v)*(n-v+1)//2 if n-1 > v else n-1 print(result)",constant,"['dp', 'greedy', 'math']",98
